Order ID,Date,Product Name,Category,Quantity,Unit Price,Discount (%),Total Revenue,Shipping Cost,Customer Country,Customer Segment,Order Channel,Payment Method,Order Status
ORD-0414,2024-01-07,Flight Computer ZB,Electronics,10,72.08,25,540.6,7.49,USA,University,Online,Manual,Completed
ORD-0415,2024-05-04,Ignition Module V2,Electronics,8,79.26,25,475.56,2.89,Mexico,Company,Online,Manual,Completed
ORD-0416,2024-05-08,Launch Pad Mini,Hardware,8,25.8,15,175.44,13.47,Mexico,Hobbyist,Referral,PayPal,Refunded
ORD-0417,2024-06-13,Fuel Cell GX,Fuel Systems,2,153.18,0,306.36,13.03,Japan,Hobbyist,Online,Stripe,Refunded
ORD-0418,2024-06-04,Fuel Cell GX,Fuel Systems,2,162.77,25,244.16,4.35,Germany,University,Mobile App,PayPal,Completed
ORD-0419,2024-04-07,Rocket Motor XZ-100,Engines,3,171.54,0,514.62,6.81,UK,Company,Online,Manual,Completed
ORD-0420,2024-01-16,Ignition Module V2,Electronics,6,183.44,15,935.54,9.06,Canada,Company,Online,Manual,Refunded
ORD-0421,2024-05-06,Parachute Recovery Pack,Safety,8,62.41,0,499.28,5.79,Brazil,Hobbyist,Referral,Manual,Completed
ORD-0422,2024-04-10,Ignition Module V2,Electronics,4,91.3,10,328.68,6.97,USA,Company,Mobile App,PayPal,Refunded
ORD-0423,2024-01-11,Rocket Motor XZ-100,Engines,3,137.0,5,390.45,3.37,Germany,Hobbyist,Online,PayPal,Refunded
ORD-0424,2024-01-13,Parachute Recovery Pack,Safety,10,38.05,25,285.38,10.09,UK,University,Mobile App,Manual,Completed
ORD-0425,2024-02-01,Launch Pad Mini,Hardware,8,75.96,5,577.3,13.54,Japan,Hobbyist,Online,Manual,Pending
ORD-0426,2024-04-03,Rocket Motor XZ-100,Engines,3,47.56,25,107.01,2.43,UK,Hobbyist,Mobile App,Stripe,Completed
ORD-0427,2024-06-01,Flight Computer ZB,Electronics,10,26.22,5,249.09,7.17,UK,University,Referral,Manual,Refunded
ORD-0428,2024-05-14,Telemetry Kit Alpha,Electronics,6,119.72,5,682.4,10.14,Mexico,Hobbyist,Referral,Manual,Pending
ORD-0429,2024-06-14,Thruster C-21,Engines,2,55.14,15,93.74,4.35,USA,University,Referral,Stripe,Refunded
ORD-0430,2024-01-03,Thruster C-21,Engines,7,54.75,30,268.27,8.64,Brazil,Company,Online,PayPal,Pending
ORD-0431,2024-01-30,Flight Computer ZB,Electronics,3,31.37,25,70.58,11.91,Mexico,University,Online,Stripe,Pending
ORD-0432,2024-01-11,Thruster C-21,Engines,7,169.53,20,949.37,14.92,Canada,Hobbyist,Referral,PayPal,Refunded
ORD-0433,2024-03-26,Rocket Motor XZ-100,Engines,9,140.82,10,1140.64,14.22,Japan,University,Mobile App,Stripe,Completed
ORD-0434,2024-05-12,Fuel Cell GX,Fuel Systems,5,78.21,10,351.94,13.57,Canada,Hobbyist,Mobile App,PayPal,Completed
ORD-0435,2024-01-03,Ignition Module V2,Electronics,10,151.43,0,1514.3,0.48,Mexico,Hobbyist,Mobile App,Stripe,Completed
ORD-0436,2024-06-19,Launch Pad Mini,Hardware,3,87.23,30,183.18,13.42,Canada,Hobbyist,Referral,Manual,Pending
ORD-0437,2024-02-28,Parachute Recovery Pack,Safety,6,54.22,25,243.99,6.38,USA,University,Referral,Manual,Completed
ORD-0438,2024-05-29,Fuel Cell GX,Fuel Systems,4,176.78,20,565.7,1.84,Japan,University,Mobile App,Manual,Pending
ORD-0439,2024-02-14,Thruster C-21,Engines,10,196.04,10,1764.36,12.45,Japan,University,Referral,Stripe,Completed
ORD-0440,2024-02-24,Telemetry Kit Alpha,Electronics,5,33.07,30,115.74,6.04,Brazil,Hobbyist,Online,PayPal,Refunded
ORD-0441,2024-05-26,Telemetry Kit Alpha,Electronics,5,63.85,5,303.29,3.93,Japan,Hobbyist,Referral,Manual,Refunded
ORD-0442,2024-06-26,Parachute Recovery Pack,Safety,4,103.01,15,350.23,7.75,Japan,University,Referral,PayPal,Completed
ORD-0443,2024-04-27,Ignition Module V2,Electronics,1,185.01,10,166.51,5.78,Japan,University,Referral,PayPal,Refunded
ORD-0444,2024-03-30,Telemetry Kit Alpha,Electronics,1,141.64,15,120.39,4.1,Japan,Hobbyist,Mobile App,PayPal,Completed
ORD-0445,2024-03-08,Thruster C-21,Engines,10,153.05,25,1147.88,7.69,Canada,Company,Mobile App,Manual,Refunded
ORD-0446,2024-01-03,Rocket Motor XZ-100,Engines,3,146.68,10,396.04,0.83,Canada,Company,Online,PayPal,Refunded
ORD-0447,2024-01-11,Parachute Recovery Pack,Safety,8,174.63,10,1257.34,8.32,USA,Hobbyist,Referral,PayPal,Pending
ORD-0448,2024-02-29,Fuel Cell GX,Fuel Systems,2,168.84,15,287.03,10.39,UK,Company,Mobile App,Stripe,Refunded
ORD-0449,2024-04-30,Launch Pad Mini,Hardware,1,99.83,30,69.88,14.02,Brazil,University,Referral,Manual,Pending
ORD-0450,2024-06-11,Launch Pad Mini,Hardware,3,120.84,0,362.52,0.17,Mexico,Company,Referral,Stripe,Pending
ORD-0451,2024-04-19,Ignition Module V2,Electronics,4,174.17,0,696.68,13.88,Germany,Company,Online,Manual,Completed
ORD-0452,2024-06-14,Parachute Recovery Pack,Safety,8,172.4,15,1172.32,5.17,Japan,University,Mobile App,PayPal,Completed
ORD-0453,2024-03-21,Launch Pad Mini,Hardware,6,63.95,30,268.59,0.26,Brazil,Company,Online,PayPal,Pending
ORD-0454,2024-02-20,Parachute Recovery Pack,Safety,6,136.89,10,739.21,9.17,Germany,University,Mobile App,Stripe,Completed
ORD-0455,2024-06-21,Rocket Motor XZ-100,Engines,9,37.2,30,234.36,1.93,Germany,University,Referral,PayPal,Refunded
ORD-0456,2024-01-23,Launch Pad Mini,Hardware,10,101.4,0,1014.0,6.55,Mexico,Company,Mobile App,Manual,Pending
ORD-0457,2024-01-22,Telemetry Kit Alpha,Electronics,4,105.61,0,422.44,2.84,Japan,Company,Online,Manual,Pending
ORD-0458,2024-02-23,Fuel Cell GX,Fuel Systems,4,125.73,15,427.48,12.57,Mexico,University,Online,PayPal,Pending
ORD-0459,2024-03-16,Fuel Cell GX,Fuel Systems,4,37.22,15,126.55,1.99,UK,Hobbyist,Mobile App,Manual,Pending
ORD-0460,2024-06-13,Parachute Recovery Pack,Safety,10,97.19,20,777.52,9.01,Germany,Company,Mobile App,Manual,Pending
ORD-0461,2024-02-18,Fuel Cell GX,Fuel Systems,6,75.48,30,317.02,3.59,Germany,Company,Mobile App,Stripe,Completed
ORD-0462,2024-04-03,Thruster C-21,Engines,7,43.44,20,243.26,13.9,Germany,Company,Referral,Stripe,Completed
ORD-0463,2024-06-22,Rocket Motor XZ-100,Engines,1,94.52,20,75.62,7.48,Brazil,Hobbyist,Referral,PayPal,Completed
ORD-0464,2024-01-23,Fuel Cell GX,Fuel Systems,6,75.38,5,429.67,9.59,Brazil,Company,Online,Manual,Pending
ORD-0465,2024-05-26,Flight Computer ZB,Electronics,4,129.37,10,465.73,12.99,Canada,Company,Online,PayPal,Pending
ORD-0466,2024-02-11,Ignition Module V2,Electronics,10,139.97,5,1329.71,2.14,UK,Hobbyist,Mobile App,Manual,Refunded
ORD-0467,2024-05-17,Telemetry Kit Alpha,Electronics,2,41.17,20,65.87,6.27,USA,Company,Mobile App,Stripe,Completed
ORD-0468,2024-03-08,Thruster C-21,Engines,7,193.43,5,1286.31,12.8,UK,University,Referral,Manual,Pending
ORD-0469,2024-06-25,Fuel Cell GX,Fuel Systems,5,198.73,20,794.92,3.35,USA,University,Referral,Manual,Completed
ORD-0470,2024-05-17,Flight Computer ZB,Electronics,8,130.2,20,833.28,13.58,Japan,Company,Mobile App,PayPal,Completed
ORD-0471,2024-05-18,Launch Pad Mini,Hardware,8,46.21,0,369.68,6.37,Japan,Company,Mobile App,Stripe,Pending
ORD-0472,2024-06-09,Launch Pad Mini,Hardware,4,122.33,5,464.85,11.09,Japan,University,Mobile App,PayPal,Refunded
ORD-0473,2024-01-15,Telemetry Kit Alpha,Electronics,10,179.85,0,1798.5,1.93,Germany,University,Online,Stripe,Completed
ORD-0474,2024-06-20,Parachute Recovery Pack,Safety,7,131.92,15,784.92,0.9,USA,Hobbyist,Mobile App,Manual,Pending
ORD-0475,2024-03-22,Launch Pad Mini,Hardware,10,26.16,5,248.52,9.64,USA,Hobbyist,Referral,PayPal,Completed
ORD-0476,2024-05-20,Parachute Recovery Pack,Safety,9,89.03,30,560.89,5.23,UK,Hobbyist,Mobile App,Stripe,Pending
ORD-0477,2024-01-13,Rocket Motor XZ-100,Engines,3,51.28,15,130.76,14.48,Mexico,Hobbyist,Mobile App,PayPal,Refunded
ORD-0478,2024-02-12,Ignition Module V2,Electronics,2,177.23,0,354.46,2.98,Germany,Company,Online,Manual,Pending
ORD-0479,2024-04-17,Ignition Module V2,Electronics,9,55.22,0,496.98,11.63,Brazil,University,Online,PayPal,Refunded
ORD-0480,2024-02-01,Thruster C-21,Engines,7,47.45,15,282.33,7.46,Canada,Hobbyist,Online,Stripe,Completed
ORD-0481,2024-01-12,Thruster C-21,Engines,10,162.19,30,1135.33,6.51,Canada,Company,Mobile App,PayPal,Completed
ORD-0482,2024-02-21,Ignition Module V2,Electronics,1,38.46,25,28.84,7.43,Brazil,Company,Mobile App,Manual,Refunded
ORD-0483,2024-06-13,Telemetry Kit Alpha,Electronics,1,41.58,25,31.18,11.32,Mexico,Hobbyist,Referral,Manual,Refunded
ORD-0484,2024-05-16,Fuel Cell GX,Fuel Systems,3,144.33,0,432.99,2.49,Canada,Hobbyist,Referral,Stripe,Pending
ORD-0485,2024-01-18,Ignition Module V2,Electronics,9,152.35,10,1234.04,9.92,UK,Company,Online,PayPal,Completed
ORD-0486,2024-03-16,Flight Computer ZB,Electronics,10,145.66,25,1092.45,1.16,Germany,University,Mobile App,PayPal,Pending
ORD-0487,2024-06-22,Thruster C-21,Engines,6,132.87,30,558.05,10.39,Brazil,Company,Referral,Manual,Refunded
ORD-0488,2024-06-05,Rocket Motor XZ-100,Engines,3,152.37,20,365.69,7.54,Canada,University,Online,Stripe,Refunded
ORD-0489,2024-03-13,Fuel Cell GX,Fuel Systems,5,137.76,20,551.04,14.27,Germany,Hobbyist,Online,PayPal,Refunded
ORD-0490,2024-03-01,Fuel Cell GX,Fuel Systems,3,21.15,30,44.41,4.56,USA,Hobbyist,Online,PayPal,Pending
ORD-0491,2024-05-04,Thruster C-21,Engines,7,41.64,25,218.61,0.24,UK,Hobbyist,Online,PayPal,Completed
ORD-0492,2024-02-12,Flight Computer ZB,Electronics,1,39.02,5,37.07,14.52,UK,University,Online,Manual,Completed
ORD-0493,2024-06-02,Launch Pad Mini,Hardware,4,165.9,5,630.42,6.13,Canada,University,Online,Manual,Pending
ORD-0494,2024-05-08,Launch Pad Mini,Hardware,7,21.45,5,142.64,1.87,Germany,Company,Mobile App,Manual,Completed
ORD-0495,2024-02-16,Rocket Motor XZ-100,Engines,9,96.62,0,869.58,7.79,Brazil,Company,Referral,Manual,Pending
ORD-0496,2024-02-18,Thruster C-21,Engines,1,108.28,10,97.45,2.61,USA,Company,Referral,Manual,Completed
ORD-0497,2024-04-03,Parachute Recovery Pack,Safety,8,127.38,20,815.23,9.48,Canada,Hobbyist,Online,Stripe,Pending
ORD-0498,2024-03-05,Thruster C-21,Engines,6,134.44,15,685.64,0.67,UK,University,Referral,PayPal,Completed
ORD-0499,2024-06-20,Flight Computer ZB,Electronics,8,106.05,20,678.72,4.89,USA,Hobbyist,Referral,PayPal,Refunded
ORD-0500,2024-06-08,Thruster C-21,Engines,1,95.8,0,95.8,1.3,UK,Company,Referral,Stripe,Completed
ORD-0501,2024-05-08,Parachute Recovery Pack,Safety,9,63.18,20,454.9,0.05,Japan,University,Referral,PayPal,Completed
ORD-0502,2024-02-23,Parachute Recovery Pack,Safety,8,197.31,5,1499.56,5.37,Mexico,Company,Online,PayPal,Completed
ORD-0503,2024-02-12,Telemetry Kit Alpha,Electronics,8,28.06,20,179.58,5.65,Japan,Hobbyist,Referral,Manual,Pending
ORD-0504,2024-04-12,Ignition Module V2,Electronics,3,101.74,10,274.7,8.05,Germany,University,Referral,Stripe,Completed
ORD-0505,2024-05-13,Rocket Motor XZ-100,Engines,10,37.33,5,354.63,9.3,USA,University,Online,Manual,Pending
ORD-0506,2024-06-11,Thruster C-21,Engines,10,44.48,5,422.56,6.73,Japan,Company,Online,Stripe,Refunded
ORD-0507,2024-02-17,Parachute Recovery Pack,Safety,5,100.15,20,400.6,5.97,Japan,Company,Mobile App,PayPal,Refunded
ORD-0508,2024-01-27,Thruster C-21,Engines,8,25.73,20,164.67,9.19,Brazil,University,Online,PayPal,Pending
ORD-0509,2024-05-07,Ignition Module V2,Electronics,2,32.62,30,45.67,7.16,UK,University,Referral,Stripe,Pending
ORD-0510,2024-02-12,Launch Pad Mini,Hardware,4,163.52,5,621.38,3.54,Germany,Hobbyist,Referral,Stripe,Completed
ORD-0511,2024-03-17,Parachute Recovery Pack,Safety,1,119.47,20,95.58,9.03,Brazil,University,Online,PayPal,Completed
ORD-0512,2024-06-02,Telemetry Kit Alpha,Electronics,1,92.55,10,83.3,7.82,Germany,University,Mobile App,Manual,Completed
ORD-0513,2024-05-08,Fuel Cell GX,Fuel Systems,2,152.76,20,244.42,6.7,UK,Company,Referral,Manual,Completed
ORD-0514,2024-06-25,Rocket Motor XZ-100,Engines,6,124.86,30,524.41,2.41,Mexico,Hobbyist,Referral,Manual,Refunded
ORD-0515,2024-02-16,Rocket Motor XZ-100,Engines,4,78.3,25,234.9,5.01,UK,University,Online,PayPal,Pending
ORD-0516,2024-01-13,Parachute Recovery Pack,Safety,5,178.22,15,757.43,14.05,Mexico,Hobbyist,Referral,Manual,Refunded
ORD-0517,2024-05-26,Rocket Motor XZ-100,Engines,7,37.22,25,195.41,5.09,UK,Hobbyist,Referral,PayPal,Refunded
ORD-0518,2024-03-12,Flight Computer ZB,Electronics,4,36.42,10,131.11,12.28,Germany,Company,Mobile App,PayPal,Refunded
ORD-0519,2024-05-14,Flight Computer ZB,Electronics,3,48.11,20,115.46,8.54,USA,Hobbyist,Mobile App,PayPal,Refunded
ORD-0520,2024-03-30,Ignition Module V2,Electronics,6,38.1,5,217.17,0.07,Canada,Company,Referral,Manual,Completed
ORD-0521,2024-05-29,Fuel Cell GX,Fuel Systems,2,162.4,30,227.36,7.3,Germany,Company,Referral,PayPal,Refunded
ORD-0522,2024-02-09,Thruster C-21,Engines,3,87.37,20,209.69,3.44,UK,Company,Online,Manual,Pending
ORD-0523,2024-04-22,Ignition Module V2,Electronics,1,38.74,15,32.93,0.13,Brazil,Company,Online,Stripe,Pending
ORD-0524,2024-03-08,Thruster C-21,Engines,6,21.53,10,116.26,9.13,Germany,University,Referral,PayPal,Pending
ORD-0525,2024-03-31,Telemetry Kit Alpha,Electronics,2,191.37,0,382.74,3.79,Japan,Company,Online,Stripe,Pending
ORD-0526,2024-04-26,Launch Pad Mini,Hardware,5,175.24,0,876.2,6.01,Brazil,University,Mobile App,PayPal,Refunded
ORD-0527,2024-04-14,Telemetry Kit Alpha,Electronics,8,144.17,20,922.69,3.27,Mexico,Hobbyist,Mobile App,PayPal,Completed
ORD-0528,2024-06-03,Telemetry Kit Alpha,Electronics,2,56.61,5,107.56,0.94,UK,Company,Online,Stripe,Completed
ORD-0529,2024-04-27,Launch Pad Mini,Hardware,7,113.15,20,633.64,14.54,Mexico,Hobbyist,Mobile App,Stripe,Completed
ORD-0530,2024-02-12,Thruster C-21,Engines,10,88.1,5,836.95,3.9,Mexico,Hobbyist,Online,Stripe,Pending
ORD-0531,2024-01-31,Parachute Recovery Pack,Safety,9,184.19,15,1409.05,11.69,Canada,University,Mobile App,PayPal,Completed
ORD-0532,2024-04-18,Ignition Module V2,Electronics,8,127.41,30,713.5,2.34,Germany,Company,Mobile App,Manual,Refunded
ORD-0533,2024-01-13,Thruster C-21,Engines,9,66.15,5,565.58,7.06,Canada,Hobbyist,Online,PayPal,Pending
ORD-0534,2024-02-10,Flight Computer ZB,Electronics,6,86.16,5,491.11,11.95,Canada,University,Mobile App,PayPal,Refunded
ORD-0535,2024-05-05,Telemetry Kit Alpha,Electronics,2,32.32,5,61.41,13.49,Canada,Hobbyist,Mobile App,PayPal,Refunded
ORD-0536,2024-06-20,Launch Pad Mini,Hardware,9,52.55,5,449.3,3.03,Germany,Company,Online,Manual,Completed
ORD-0537,2024-01-17,Ignition Module V2,Electronics,2,92.46,20,147.94,4.75,Mexico,University,Online,PayPal,Pending
ORD-0538,2024-06-25,Ignition Module V2,Electronics,9,42.12,0,379.08,11.48,USA,Hobbyist,Referral,PayPal,Pending
ORD-0539,2024-04-30,Ignition Module V2,Electronics,8,51.55,0,412.4,4.61,Japan,University,Mobile App,Stripe,Refunded
ORD-0540,2024-02-15,Rocket Motor XZ-100,Engines,3,70.26,0,210.78,7.49,Japan,University,Mobile App,Stripe,Refunded
ORD-0541,2024-05-20,Launch Pad Mini,Hardware,7,59.68,20,334.21,6.3,Japan,Company,Online,Manual,Pending
ORD-0542,2024-06-08,Thruster C-21,Engines,2,126.24,30,176.74,10.47,USA,University,Online,Manual,Pending
ORD-0543,2024-04-29,Thruster C-21,Engines,5,138.32,10,622.44,3.75,Brazil,University,Online,Manual,Refunded
ORD-0544,2024-05-07,Fuel Cell GX,Fuel Systems,7,44.64,0,312.48,7.38,Mexico,Hobbyist,Online,PayPal,Pending
ORD-0545,2024-06-04,Fuel Cell GX,Fuel Systems,4,136.63,15,464.54,3.58,Canada,Hobbyist,Mobile App,Manual,Pending
ORD-0546,2024-04-02,Ignition Module V2,Electronics,1,50.04,10,45.04,9.2,Brazil,Hobbyist,Online,PayPal,Pending
ORD-0547,2024-06-28,Thruster C-21,Engines,4,76.78,5,291.76,2.3,USA,University,Online,Stripe,Completed
ORD-0548,2024-02-10,Ignition Module V2,Electronics,8,21.74,15,147.83,3.65,UK,Hobbyist,Online,Stripe,Refunded
ORD-0549,2024-06-09,Parachute Recovery Pack,Safety,9,32.45,25,219.04,8.41,Germany,University,Mobile App,Manual,Refunded
ORD-0550,2024-05-01,Parachute Recovery Pack,Safety,10,171.27,5,1627.07,11.6,UK,University,Referral,Manual,Refunded
ORD-0551,2024-04-26,Fuel Cell GX,Fuel Systems,6,83.29,10,449.77,8.4,Mexico,Company,Online,PayPal,Completed
ORD-0552,2024-02-09,Thruster C-21,Engines,9,149.75,10,1212.98,12.55,Japan,Company,Online,PayPal,Completed
ORD-0553,2024-06-05,Parachute Recovery Pack,Safety,5,183.54,25,688.27,2.31,Mexico,Company,Online,PayPal,Completed
ORD-0554,2024-03-03,Telemetry Kit Alpha,Electronics,10,96.64,15,821.44,1.26,Brazil,Hobbyist,Mobile App,PayPal,Refunded
ORD-0555,2024-05-30,Flight Computer ZB,Electronics,2,186.76,15,317.49,11.75,UK,University,Referral,Stripe,Completed
ORD-0556,2024-03-12,Telemetry Kit Alpha,Electronics,2,141.33,5,268.53,1.22,Mexico,University,Mobile App,PayPal,Completed
ORD-0557,2024-02-06,Rocket Motor XZ-100,Engines,5,181.13,0,905.65,1.17,USA,Hobbyist,Referral,PayPal,Pending
ORD-0558,2024-03-03,Telemetry Kit Alpha,Electronics,6,114.32,25,514.44,10.51,Brazil,Hobbyist,Referral,Stripe,Completed
ORD-0559,2024-05-01,Parachute Recovery Pack,Safety,3,150.75,15,384.41,14.46,USA,Company,Online,Manual,Pending
ORD-0560,2024-05-25,Rocket Motor XZ-100,Engines,1,45.05,20,36.04,8.49,USA,Company,Mobile App,PayPal,Completed
ORD-0561,2024-05-03,Telemetry Kit Alpha,Electronics,5,95.0,5,451.25,6.97,Mexico,University,Referral,Manual,Pending
ORD-0562,2024-02-07,Thruster C-21,Engines,6,168.8,10,911.52,11.18,Japan,University,Referral,Stripe,Refunded
ORD-0563,2024-03-03,Telemetry Kit Alpha,Electronics,3,107.6,0,322.8,6.13,Japan,Company,Mobile App,Manual,Refunded
ORD-0564,2024-06-24,Flight Computer ZB,Electronics,6,119.1,20,571.68,10.3,USA,Hobbyist,Mobile App,PayPal,Completed
ORD-0565,2024-01-22,Fuel Cell GX,Fuel Systems,10,104.2,15,885.7,13.01,USA,Company,Referral,Stripe,Pending
ORD-0566,2024-02-02,Telemetry Kit Alpha,Electronics,8,82.04,0,656.32,3.06,Canada,University,Online,Manual,Completed
ORD-0567,2024-05-08,Launch Pad Mini,Hardware,2,186.49,20,298.38,7.63,Canada,University,Mobile App,Stripe,Completed
ORD-0568,2024-04-04,Rocket Motor XZ-100,Engines,9,131.12,30,826.06,9.41,USA,University,Online,Manual,Completed
ORD-0569,2024-01-28,Rocket Motor XZ-100,Engines,10,44.68,30,312.76,9.19,Germany,Hobbyist,Mobile App,Stripe,Completed
ORD-0570,2024-01-09,Telemetry Kit Alpha,Electronics,6,77.36,10,417.74,8.07,UK,Company,Mobile App,Manual,Refunded
ORD-0571,2024-03-21,Telemetry Kit Alpha,Electronics,10,86.1,0,861.0,3.94,UK,Hobbyist,Mobile App,Manual,Pending
ORD-0572,2024-05-07,Ignition Module V2,Electronics,7,80.72,20,452.03,9.23,UK,Company,Online,PayPal,Refunded
ORD-0573,2024-06-09,Parachute Recovery Pack,Safety,7,156.9,15,933.56,7.09,Brazil,University,Mobile App,Manual,Completed
ORD-0574,2024-05-24,Rocket Motor XZ-100,Engines,3,70.17,5,199.98,7.75,Canada,Hobbyist,Referral,Manual,Refunded
ORD-0575,2024-04-30,Launch Pad Mini,Hardware,9,41.34,5,353.46,3.09,Germany,Company,Mobile App,Manual,Refunded
ORD-0576,2024-02-24,Fuel Cell GX,Fuel Systems,7,196.82,5,1308.85,2.81,Mexico,University,Referral,Stripe,Refunded
ORD-0577,2024-04-12,Telemetry Kit Alpha,Electronics,1,192.58,15,163.69,0.92,Germany,University,Online,PayPal,Refunded
ORD-0578,2024-06-24,Fuel Cell GX,Fuel Systems,5,153.68,0,768.4,9.01,USA,Company,Online,Stripe,Completed
ORD-0579,2024-02-17,Ignition Module V2,Electronics,6,161.37,15,822.99,6.4,USA,University,Referral,PayPal,Completed
ORD-0580,2024-01-12,Launch Pad Mini,Hardware,6,23.48,5,133.84,11.37,UK,Hobbyist,Mobile App,Stripe,Completed
ORD-0581,2024-02-11,Rocket Motor XZ-100,Engines,10,93.31,10,839.79,10.71,USA,Company,Online,PayPal,Completed
ORD-0582,2024-01-23,Fuel Cell GX,Fuel Systems,5,143.11,30,500.89,11.11,Japan,Company,Online,Manual,Completed
ORD-0583,2024-06-11,Flight Computer ZB,Electronics,3,179.69,0,539.07,2.21,Mexico,Company,Mobile App,Manual,Refunded
ORD-0584,2024-05-06,Ignition Module V2,Electronics,9,98.6,10,798.66,5.6,Brazil,University,Mobile App,PayPal,Completed
ORD-0585,2024-05-01,Fuel Cell GX,Fuel Systems,2,41.69,20,66.7,8.7,Mexico,Company,Online,PayPal,Completed
ORD-0586,2024-03-01,Telemetry Kit Alpha,Electronics,1,157.08,15,133.52,1.29,Mexico,Company,Online,Manual,Refunded
ORD-0587,2024-04-03,Flight Computer ZB,Electronics,8,23.48,15,159.66,14.58,USA,Hobbyist,Online,Stripe,Pending
ORD-0588,2024-02-17,Fuel Cell GX,Fuel Systems,7,130.71,25,686.23,9.83,Brazil,Hobbyist,Referral,Manual,Pending
ORD-0589,2024-01-25,Thruster C-21,Engines,2,104.26,10,187.67,8.41,Germany,University,Online,Stripe,Refunded
ORD-0590,2024-05-22,Parachute Recovery Pack,Safety,9,134.61,15,1029.77,5.65,Mexico,Company,Referral,PayPal,Completed
ORD-0591,2024-01-24,Flight Computer ZB,Electronics,1,79.14,30,55.4,9.32,Canada,Company,Mobile App,PayPal,Completed
ORD-0592,2024-06-06,Telemetry Kit Alpha,Electronics,3,163.71,0,491.13,1.92,UK,University,Mobile App,Stripe,Pending
ORD-0593,2024-04-24,Flight Computer ZB,Electronics,9,137.85,25,930.49,3.22,UK,University,Online,Manual,Pending
ORD-0594,2024-06-23,Telemetry Kit Alpha,Electronics,3,145.94,10,394.04,13.84,Germany,University,Online,Manual,Refunded
ORD-0595,2024-05-29,Rocket Motor XZ-100,Engines,2,35.2,20,56.32,8.72,Germany,University,Online,PayPal,Pending
ORD-0596,2024-06-02,Parachute Recovery Pack,Safety,3,129.11,5,367.96,4.29,Brazil,Company,Referral,Manual,Completed
ORD-0597,2024-02-21,Ignition Module V2,Electronics,2,40.57,5,77.08,13.56,Canada,University,Referral,Stripe,Refunded
ORD-0598,2024-04-29,Ignition Module V2,Electronics,9,196.04,30,1235.05,11.43,USA,University,Referral,PayPal,Refunded
ORD-0599,2024-03-23,Launch Pad Mini,Hardware,5,162.73,10,732.28,6.83,Mexico,Company,Referral,PayPal,Refunded
ORD-0600,2024-02-06,Ignition Module V2,Electronics,9,21.9,30,137.97,2.66,UK,Company,Mobile App,Stripe,Completed
ORD-0601,2024-03-09,Flight Computer ZB,Electronics,1,127.58,10,114.82,14.69,Canada,University,Referral,Manual,Refunded
ORD-0602,2024-03-15,Telemetry Kit Alpha,Electronics,7,137.11,15,815.8,7.28,Brazil,University,Online,Stripe,Completed
ORD-0603,2024-04-27,Launch Pad Mini,Hardware,3,149.91,30,314.81,5.56,Germany,University,Mobile App,Stripe,Pending
ORD-0604,2024-06-26,Parachute Recovery Pack,Safety,5,113.43,5,538.79,10.39,Germany,Company,Mobile App,PayPal,Pending
ORD-0605,2024-04-09,Rocket Motor XZ-100,Engines,5,84.5,5,401.37,1.42,Mexico,University,Online,PayPal,Refunded
ORD-0606,2024-04-29,Rocket Motor XZ-100,Engines,9,21.94,5,187.59,0.03,Mexico,Company,Online,PayPal,Refunded
ORD-0607,2024-01-19,Launch Pad Mini,Hardware,2,56.37,20,90.19,13.19,USA,Company,Referral,Manual,Completed
ORD-0608,2024-02-15,Thruster C-21,Engines,5,84.27,20,337.08,9.98,USA,Company,Referral,PayPal,Completed
ORD-0609,2024-03-25,Parachute Recovery Pack,Safety,3,106.53,0,319.59,5.0,Canada,University,Mobile App,Stripe,Pending
ORD-0610,2024-02-20,Thruster C-21,Engines,5,68.14,20,272.56,7.37,Brazil,University,Mobile App,Stripe,Refunded
ORD-0611,2024-03-30,Rocket Motor XZ-100,Engines,10,42.03,30,294.21,6.69,Mexico,Company,Online,Manual,Completed
ORD-0612,2024-06-17,Ignition Module V2,Electronics,1,29.76,10,26.78,13.98,Japan,University,Mobile App,PayPal,Pending
ORD-0613,2024-01-03,Rocket Motor XZ-100,Engines,2,141.31,30,197.83,11.58,Mexico,University,Mobile App,PayPal,Pending
ORD-0614,2024-02-24,Launch Pad Mini,Hardware,5,134.04,0,670.2,7.2,USA,University,Online,Stripe,Completed
ORD-0615,2024-02-09,Ignition Module V2,Electronics,2,140.76,20,225.22,10.83,Germany,Company,Online,PayPal,Refunded
ORD-0616,2024-06-04,Launch Pad Mini,Hardware,6,64.32,5,366.62,12.49,Mexico,Company,Referral,PayPal,Refunded
ORD-0617,2024-05-12,Ignition Module V2,Electronics,2,182.31,5,346.39,3.09,Mexico,Company,Mobile App,PayPal,Completed
ORD-0618,2024-01-22,Flight Computer ZB,Electronics,6,149.11,15,760.46,6.06,Mexico,Hobbyist,Referral,Stripe,Refunded
ORD-0619,2024-06-07,Fuel Cell GX,Fuel Systems,8,103.82,5,789.03,11.53,Japan,Company,Online,Stripe,Completed
ORD-0620,2024-01-15,Launch Pad Mini,Hardware,2,30.74,25,46.11,12.0,Brazil,Company,Online,PayPal,Pending
ORD-0621,2024-04-10,Flight Computer ZB,Electronics,7,109.93,10,692.56,3.08,Japan,University,Mobile App,Stripe,Refunded
